ID_Cliente,Edad,AntigUedad_Meses,Numero_Productos,RFM_Score,Numero_Trx_3m,Meses_Cuenta_Sueldo,Numero_Prestamos,Flg_Mal_Pagador,Nro_Familiares,Nro_Llamadas_CC,Genero,Estado_Civil,Edad_Hijo_Menor,IngresoReal,Flg_ViviendaPropia,Flg_PP,Flg_Retencion,Flg_PP_Garantia_HIP,Flg_TC
36431,43,0,1,0,0,-1,1,0,3,9,1,1,13,38650,0,0,0,0,0
36497,37,36,0,0,0,34,0,0,2,7,0,0,7,55328,1,0,0,1,0
36407,32,48,0,0,0,39,1,0,3,10,0,2,9,52239,1,0,1,0,0
36421,33,36,0,0,0,35,1,0,1,9,0,0,5,65852,0,0,0,0,1
36581,42,24,0,0,0,15,0,0,1,8,1,1,12,60979,0,0,0,0,0
36640,42,36,0,0,0,32,0,0,6,10,1,0,9,57317,1,0,1,0,1
36706,27,24,1,10.415667,1,17,2,0,4,11,0,0,0,56084,1,0,0,0,0
36755,40,24,0,0,0,17,0,0,1,11,1,1,9,34229,0,0,0,0,0
18150,45,36,0,0,0,30,0,0,2,9,1,0,18,36431,0,0,0,0,0
18452,36,24,0,0,0,23,1,0,5,10,1,2,7,54575,0,0,0,1,0
18468,34,12,2,0,0,0,0,0,5,10,1,0,7,56482,0,0,0,1,0
18552,54,0,0,0,0,-5,2,0,6,9,1,1,26,67867,0,0,0,0,0
18636,55,12,0,0,0,5,0,0,2,9,1,0,30,37103,0,1,0,0,0
18956,36,24,0,0,0,18,1,0,1,10,1,1,6,65732,1,0,0,0,0
19038,39,12,0,0,0,5,0,0,4,10,1,2,4,65343,0,0,0,0,0
19188,36,36,0,0,0,28,0,0,2,10,1,0,5,55425,0,0,1,0,0
19220,22,12,5,7.815667,1,8,1,0,6,11,1,0,0,63861,0,0,0,0,0
19256,37,24,0,0,0,15,2,0,3,8,0,2,11,33115,1,0,0,0,0
20015,62,12,0,0,0,5,0,0,7,9,0,2,33,52907,1,0,0,0,1
24179,35,0,0,0,0,-4,0,0,5,9,0,0,3,36982,0,0,0,0,0
26216,59,36,0,0,0,35,1,0,6,11,0,0,31,46235,1,0,0,0,0
24366,51,0,0,0,0,-3,1,0,7,11,1,2,25,43990,0,0,0,0,0
24398,28,0,0,0,0,-5,2,0,6,10,0,0,2,56174,1,0,0,0,0
26493,31,24,3,8.657323,2,21,1,0,6,9,1,2,1,60244,0,0,0,0,0
37298,47,24,4,9.640647,3,19,3,0,2,8,0,0,20,69063,1,0,0,0,0
37387,32,12,0,0,0,0,6,0,3,9,1,0,0,53115,0,1,0,0,0
24647,44,24,0,0,0,23,0,0,2,10,1,1,15,68536,0,1,1,0,0
37546,39,24,0,0,0,19,1,0,5,8,0,2,12,38183,0,0,1,0,0
37664,33,36,3,11.948657,2,35,1,0,6,6,0,2,3,34557,0,0,0,0,0
37832,24,0,0,0,0,-4,0,0,2,6,1,0,0,40287,0,0,0,0,0
38048,52,36,4,11.09497,3,25,2,0,3,9,1,1,24,50062,0,1,0,0,0
38107,37,24,4,11.181323,3,11,4,0,1,9,1,2,9,50636,0,0,0,0,0
25017,29,24,0,0,0,18,1,0,3,8,0,0,0,49921,0,0,0,0,0
25033,44,24,5,12.69398,3,20,2,0,4,10,0,0,15,59364,0,0,0,0,0
25067,34,12,6,8.492333,1,6,1,0,1,5,1,2,2,65971,0,0,0,0,0
25216,82,48,0,0,0,40,2,0,3,9,1,1,57,68995,0,0,0,0,0
25336,39,12,3,7.449,1,8,3,0,2,11,0,1,12,75090,0,0,0,0,0
25436,38,24,0,0,0,12,0,0,5,9,0,0,10,56824,1,0,0,0,0
25553,51,24,0,0,0,18,1,0,5,9,1,0,24,42359,0,1,0,0,0
25568,47,12,0,0,0,6,1,0,4,10,1,1,17,45078,1,0,0,0,0
38382,25,36,2,8.836657,1,29,4,0,5,11,1,0,0,26710,0,0,0,0,0
25717,40,36,2,7.665667,1,28,1,0,2,7,1,1,11,44206,0,0,0,0,0
25936,38,36,0,0,0,28,2,0,5,9,1,2,10,63958,0,0,0,0,0
26085,30,24,0,0,0,17,1,0,2,8,0,0,0,39207,1,1,0,0,0
15435,63,36,38,28.398279,22,30,2,0,5,0,1,2,34,57049,1,0,0,0,1
15487,39,36,0,0,0,27,4,0,1,9,1,2,9,50636,0,0,0,1,0
15655,27,24,0,0,0,15,0,0,6,9,1,0,0,52174,1,0,0,0,0
15894,42,0,0,0,0,-4,0,0,5,9,1,1,12,60979,1,0,0,1,0
26942,43,36,0,0,0,32,1,0,6,9,0,0,12,45887,0,0,1,0,0
26983,41,36,0,0,0,23,0,0,3,7,0,2,9,42868,1,0,0,0,0
27076,19,0,1,0,0,-3,0,0,4,0,1,0,0,42752,1,0,1,0,0
27183,43,24,0,0,0,19,2,0,2,11,0,1,12,54949,0,1,0,0,0
27208,38,12,0,0,0,9,1,0,5,9,0,2,10,57860,1,1,0,0,0
27262,32,36,4,9.348,2,23,4,0,6,8,1,1,4,49274,0,0,0,0,0
4148,25,12,0,0,0,9,1,0,2,10,0,0,0,43220,0,1,0,0,0
38791,41,36,6,12.46099,5,33,1,0,4,0,0,1,12,62091,1,0,0,0,0
31493,44,24,0,0,0,15,0,0,3,11,0,0,16,60017,0,0,0,0,0
31544,39,48,0,0,0,36,1,0,6,0,1,1,11,44206,0,0,0,1,0
31500,47,24,25,27.895653,21,20,2,0,2,5,0,1,15,55197,1,0,0,0,0
31502,46,48,0,0,0,40,1,0,5,0,0,0,11,36149,0,0,0,0,0
31601,33,24,6,10.903263,3,14,1,0,6,7,1,2,3,55998,0,0,0,1,0
31616,61,0,0,0,0,-6,0,0,3,10,0,2,29,42949,0,0,0,0,0
31596,47,0,0,0,0,-3,1,0,6,11,0,1,20,43542,0,0,0,0,0
31707,56,0,0,0,0,-6,4,0,7,8,1,1,26,41102,0,0,0,0,0
31843,30,24,1,7.815667,1,14,0,0,5,10,0,0,0,37502,0,0,0,0,0
42512,27,36,0,0,0,25,4,0,1,1,0,0,0,50159,0,0,0,0,0
42541,39,12,0,0,0,8,0,0,1,9,1,1,12,60979,0,0,0,0,0
42703,43,36,0,0,0,28,1,0,3,9,1,2,17,51926,0,0,0,0,0
42907,40,36,3,8.363313,2,25,1,0,6,11,1,1,13,38650,0,0,0,0,1
42976,44,0,0,0,0,-4,0,0,4,9,1,2,14,48564,0,0,0,0,1
42803,25,12,0,0,0,0,0,0,1,7,0,0,0,67905,1,0,0,0,0
42864,31,0,0,0,0,-6,1,0,1,11,0,1,4,52002,0,1,0,0,1
42951,33,12,0,0,0,6,0,0,5,7,0,0,0,65263,1,0,0,0,0
43048,39,12,0,0,0,10,0,0,4,0,1,2,11,75147,0,0,0,0,0
43062,37,36,0,0,0,24,1,0,4,0,1,0,6,47171,1,0,0,1,0
43121,40,24,3,11.322323,2,16,1,0,1,9,0,0,9,51244,1,1,0,0,0
43246,66,24,0,0,0,13,1,0,6,11,1,2,36,60629,0,0,0,0,0
43269,45,48,0,0,0,37,0,0,3,0,0,2,16,47326,1,0,0,0,0
43118,45,12,4,11.751323,3,6,0,0,4,9,1,2,14,48564,0,0,0,0,0
43360,36,36,0,0,0,24,0,0,6,9,0,0,3,36982,0,0,0,0,0
43383,24,36,18,20.724007,14,25,0,0,4,7,1,0,0,42752,1,0,0,1,0
43416,50,36,6,9.692803,3,35,2,0,5,11,0,1,21,43036,0,0,0,0,0
43549,36,36,0,0,0,26,1,0,4,10,0,2,2,50752,0,0,1,1,1
43353,34,0,9,0,0,-2,0,0,1,11,1,0,5,55425,1,0,0,0,0
43412,42,12,0,0,0,0,0,0,6,8,0,0,13,54716,0,0,0,0,0
43453,41,36,1,9.089,1,26,5,0,6,10,1,0,10,33741,0,0,0,0,0
43724,38,24,0,0,0,22,1,0,1,9,0,2,14,59099,0,0,0,1,0
43768,43,36,0,0,0,23,3,0,1,0,1,2,13,56146,0,0,0,0,0
43573,28,24,3,12.48899,2,20,1,0,2,11,0,0,0,49921,0,0,0,1,0
43648,30,48,0,0,0,40,1,0,4,8,0,0,0,43935,0,1,1,0,0
43698,44,36,0,0,0,27,5,0,6,8,0,0,15,49729,0,0,0,0,0
43808,61,0,6,0,0,-1,1,0,2,0,1,0,34,47294,1,0,0,0,0
43827,60,12,2,8.400313,2,9,0,0,2,8,0,2,30,42810,1,0,0,0,1
43841,62,48,0,0,0,35,4,0,7,11,0,2,32,45944,0,0,0,0,0
43893,24,0,0,0,0,-2,3,0,5,11,0,0,0,56069,0,1,0,0,0
43944,18,12,0,0,0,9,1,0,1,10,1,0,0,54243,0,0,0,0,0
43737,26,0,9,0,0,-2,2,0,1,8,1,0,0,69766,0,0,0,0,0
4541,51,0,0,0,0,-5,1,0,4,11,1,2,19,52733,0,0,0,0,0
4571,39,0,0,0,0,-6,0,0,3,10,0,0,9,37443,0,0,0,0,0
4605,18,24,2,10.868323,1,18,0,0,6,10,1,0,0,52174,0,1,0,0,0
4675,46,24,0,0,0,18,1,0,4,10,0,2,16,61352,0,0,1,0,0
4816,56,24,0,0,0,20,0,0,4,0,1,0,26,33597,0,0,0,0,1
4855,38,12,0,0,0,5,1,0,1,10,0,1,8,54304,0,0,0,0,0
31913,33,24,0,0,0,20,1,0,1,7,1,0,1,52075,1,0,1,0,0
31972,41,36,3,13.130667,1,25,0,0,6,11,1,0,14,28742,0,0,0,0,0
32013,29,24,22,18.34391,11,17,1,0,4,11,1,0,0,50285,0,0,0,0,0
22096,31,12,0,0,0,9,2,0,1,8,0,0,0,32093,0,0,1,0,0
44060,32,24,0,0,0,23,1,0,2,10,1,1,1,35879,0,0,0,0,1
43971,53,24,14,20.830538,14,17,1,0,3,11,0,1,25,60252,0,0,0,0,0
36832,13,12,0,0,0,10,1,0,5,0,1,0,0,49255,0,0,0,0,1
37037,30,36,2,7.929,1,34,0,0,2,10,1,0,0,42752,1,0,0,0,1
36931,46,48,0,0,0,38,0,0,5,9,0,1,19,66989,0,1,0,0,0
36966,37,0,0,0,0,-4,1,0,2,11,0,1,6,42469,0,0,0,1,0
37109,45,0,0,0,0,-4,0,0,2,9,0,0,15,51428,0,0,0,1,0
37085,35,12,2,7.982333,1,6,0,0,3,11,1,0,8,36405,0,0,0,0,1
47851,26,12,37,22.640038,15,8,0,0,2,10,1,0,0,52174,0,1,1,0,1
47830,37,36,1,8.445667,1,34,0,0,4,11,0,2,13,63632,1,0,0,0,1
47973,64,24,3,7.812333,1,19,0,0,4,9,1,0,33,62947,0,0,0,0,0
48046,62,0,0,0,0,-5,1,0,4,0,1,1,34,52217,0,0,0,0,0
48229,50,0,0,0,0,-5,0,0,3,10,1,0,17,47588,0,0,0,0,0
48431,34,0,0,0,0,-3,2,0,2,10,0,1,2,69863,1,0,0,0,0
48579,38,36,2,7.42499,1,30,0,0,1,8,0,2,10,48937,0,0,0,0,0
48406,30,36,29,35.761555,29,26,0,0,4,10,0,2,2,59932,0,0,0,0,0
48488,43,24,0,0,0,14,0,0,5,0,1,2,16,62909,0,0,0,0,0
48538,36,36,3,9.782333,1,25,0,0,4,11,0,1,7,57063,0,1,0,0,0
48628,31,48,0,0,0,36,0,0,6,11,0,0,2,73436,1,0,0,0,0
48687,55,24,0,0,0,14,1,0,5,11,1,2,27,39169,0,0,0,0,0
48766,41,36,0,0,0,28,1,0,3,11,1,2,14,29682,0,0,0,0,0
48835,83,24,4,11.248,2,16,1,0,4,11,1,2,51,45617,0,0,1,0,0
48969,53,48,0,0,0,35,4,0,3,9,0,1,23,42167,0,0,0,0,0
48996,38,12,3,8.958,2,5,0,0,2,9,0,0,14,29130,0,0,0,0,0
49121,24,12,0,0,0,5,1,0,1,8,0,0,0,43220,0,0,0,0,1
49244,34,36,2,7.719,1,31,5,0,4,10,1,1,5,45303,0,0,0,0,0
49116,41,0,0,0,0,-6,1,0,1,10,1,1,12,64281,0,0,0,0,0
48841,35,36,3,13.943,2,35,2,0,3,9,0,1,8,70390,0,0,0,0,0
49006,28,24,0,0,0,22,0,0,2,0,0,0,0,37502,1,1,0,0,0
22807,41,48,2,8.392323,2,36,0,0,2,11,1,2,11,75147,0,0,0,0,0
23030,35,36,5,9.677323,2,25,3,0,6,9,1,1,6,49083,1,1,0,1,0
23593,28,36,0,0,0,26,0,0,6,10,1,0,0,42752,1,1,0,0,0
23791,32,0,0,0,0,-6,0,0,3,8,0,2,3,48118,0,0,0,0,0
23909,47,24,3,12.742333,1,20,3,0,6,10,0,2,20,54202,1,0,0,0,0
26303,31,36,19,20.489361,13,31,2,0,3,10,1,0,0,41497,0,0,0,0,0
26488,50,24,37,30.925751,23,13,3,0,5,11,1,1,19,59401,0,1,0,0,1
49376,43,24,0,0,0,16,0,0,6,10,1,0,14,28742,0,0,0,0,1
49393,43,24,0,0,0,16,0,0,1,10,1,0,15,53970,0,0,0,0,0
26556,37,12,0,0,0,6,2,0,1,11,0,0,4,47728,0,0,0,0,0
37199,52,24,1,8.242333,1,18,0,0,5,9,1,0,26,33597,1,0,0,1,0
37251,24,48,5,8.884667,2,35,5,0,5,0,1,0,0,46643,0,0,0,0,0
37317,38,12,1,9.865667,1,8,0,0,4,10,1,0,7,56482,0,0,0,0,0
26261,58,48,2,7.382333,1,35,2,0,2,9,1,2,31,29263,1,0,0,0,1
26447,47,12,3,9.10899,2,8,0,0,5,9,1,0,11,45112,1,1,0,0,0
37499,45,36,3,7.582333,1,34,1,0,5,8,0,1,17,49127,0,0,0,0,0
37223,40,36,2,7.862333,1,34,3,0,2,11,0,0,15,41145,1,0,0,0,0
37834,38,24,0,0,0,22,0,0,3,10,0,2,6,56458,0,1,1,1,0
37441,54,36,0,0,0,33,1,0,5,11,1,1,29,43808,1,1,0,0,0
37936,37,12,0,0,0,10,0,0,3,0,1,2,8,48392,0,0,0,0,0
37860,30,24,0,0,0,20,0,0,3,11,1,0,0,52174,1,0,0,0,0
38152,42,24,0,0,0,19,1,0,1,9,0,1,16,52325,1,0,1,1,0
38169,36,36,0,0,0,28,0,0,1,10,0,0,6,67784,0,0,0,0,0
37892,51,36,5,10.827313,3,27,3,1,5,1,1,1,26,46745,1,1,0,0,0
38127,73,36,1,9.245667,1,31,1,0,4,0,0,1,46,49749,1,0,0,0,0
38453,23,36,0,0,0,33,0,0,2,10,1,0,0,42752,0,0,0,0,0
38519,29,12,0,0,0,0,3,0,1,10,0,0,0,76547,1,0,0,0,0
38160,30,24,0,0,0,11,0,0,4,11,0,0,0,65263,0,0,0,0,0
38229,37,36,0,0,0,24,0,0,4,11,0,0,3,36982,1,0,0,0,0
38786,22,36,6,13.19794,3,23,0,0,1,11,0,0,0,37502,1,0,0,0,0
38362,49,0,0,0,0,-6,2,0,5,10,0,1,18,44859,0,0,0,0,0
38429,23,0,2,0,0,-1,0,0,3,11,0,0,0,37502,1,1,0,0,0
27587,30,36,0,0,0,26,1,0,4,0,0,0,2,39364,0,0,0,0,0
27669,52,48,0,0,0,37,1,0,6,8,1,2,25,43990,1,0,0,0,0
27737,33,36,0,0,0,34,0,0,3,11,1,0,5,55425,0,1,0,0,1
28187,64,0,0,0,0,-2,0,0,3,11,0,0,33,68484,0,0,0,0,1
28305,33,36,0,0,0,33,3,0,1,8,0,2,4,48578,0,0,1,0,0
28414,51,24,1,10.722333,1,15,3,0,4,10,0,2,21,52955,1,0,1,0,0
28687,44,0,3,0,0,-2,0,0,1,0,0,2,11,46755,0,0,1,0,0
28764,49,24,2,9.709667,2,19,4,0,2,10,1,1,23,72287,1,1,1,0,0
28771,33,0,0,0,0,-4,7,0,3,0,0,1,5,65505,0,0,1,0,0
28789,38,0,0,0,0,-4,0,0,4,6,0,2,11,46755,0,0,0,0,0
28814,33,36,0,0,0,32,2,0,3,9,1,0,4,55143,0,0,0,0,0
28816,49,36,3,11.769,1,31,1,0,3,0,1,2,17,51926,0,0,0,1,1
28839,32,36,0,0,0,26,3,0,5,11,0,0,0,56069,1,0,0,0,0
28939,50,36,0,0,0,31,1,0,6,8,0,0,21,50087,1,0,0,0,1
29066,43,36,0,0,0,30,1,0,3,9,0,1,13,30933,0,0,0,0,0
29091,29,24,0,0,0,11,2,0,2,10,0,0,0,46236,0,0,1,0,0
49289,46,24,0,0,0,22,1,0,3,7,1,1,19,29959,0,0,0,1,0
49321,16,12,0,0,0,7,0,0,1,7,1,0,0,52174,1,0,1,0,0
49550,33,48,0,0,0,40,1,0,4,8,1,2,5,57778,1,0,1,0,0
49530,41,48,22,18.377203,11,38,3,0,1,0,0,1,10,53085,0,0,0,0,0
49668,39,12,2,7.529,1,5,1,0,4,11,0,0,10,44149,0,0,1,0,0
49701,34,0,2,0,0,-1,1,0,5,9,1,1,5,45378,0,0,0,0,0
49677,38,24,0,0,0,11,0,0,4,7,1,2,7,56607,0,0,0,1,0
49792,47,36,2,7.502333,1,35,0,0,5,10,1,0,18,36431,0,0,0,0,1
49907,39,24,0,0,0,11,0,0,2,10,0,2,11,46755,0,1,0,0,0
49925,26,0,0,0,0,-2,0,0,1,6,0,0,0,37502,0,1,0,0,0
49928,67,0,0,0,0,-7,1,0,3,8,0,1,37,67245,0,0,0,0,1
49992,58,36,0,0,0,31,2,0,6,10,0,0,28,44864,0,0,0,0,0
49964,44,24,0,0,0,13,1,0,2,0,0,0,13,36826,1,1,0,1,0
49884,57,12,0,0,0,8,1,0,4,7,0,1,27,52333,0,0,0,0,0
49885,39,24,3,8.622323,2,16,2,0,5,9,0,2,10,61811,0,0,1,0,0
49951,25,0,0,0,0,-2,1,0,5,10,0,0,0,49921,0,0,0,0,0
49952,42,24,0,0,0,17,4,0,6,0,1,1,11,37725,0,0,0,0,0
50241,37,36,0,0,0,29,0,0,6,10,1,2,7,56607,1,0,0,0,0
50282,49,48,0,0,0,40,0,0,2,9,1,2,18,45892,1,0,0,0,0
50560,36,0,1,0,0,-2,1,0,1,9,1,1,8,57366,1,0,0,0,0
50185,41,0,3,0,0,-1,5,0,2,9,0,2,13,46520,1,0,0,0,1
50284,37,24,0,0,0,19,2,0,6,11,1,1,6,54406,0,0,1,0,0
50464,45,12,2,8.185667,1,10,0,0,3,10,0,2,10,48937,0,0,0,0,1
50616,40,0,0,0,0,-2,0,0,3,9,1,2,14,48564,1,0,0,0,0
50816,35,48,0,0,0,40,0,0,2,8,0,1,7,57063,1,1,0,0,0
50914,19,0,0,0,0,-3,0,0,4,11,0,0,0,65263,0,0,0,0,0
50873,58,36,2,9.849,1,34,0,0,7,10,1,2,30,44474,1,0,0,0,0
50907,42,36,1,7.319,1,30,1,0,2,10,1,1,12,64281,1,0,0,0,0
50988,38,24,0,0,0,14,1,0,5,11,1,2,10,51199,0,0,1,0,0
51261,40,36,0,0,0,33,2,0,4,10,1,1,11,55215,0,0,0,0,0
51038,75,0,0,0,0,-4,2,0,6,9,0,1,43,28119,0,0,0,0,0
51221,29,48,0,0,0,38,6,0,1,11,0,0,0,37327,0,1,0,1,0
51340,23,12,1,0,0,0,0,0,4,10,0,0,0,37502,0,0,1,0,0
51390,19,24,0,0,0,12,1,0,6,10,1,0,0,31972,1,0,0,0,1
32774,55,0,0,0,0,-5,0,0,2,10,0,1,30,52312,1,0,0,0,1
33019,46,36,5,13.754667,2,32,1,0,6,11,0,1,18,56762,0,1,0,0,1
33033,51,0,0,0,0,-4,1,0,6,11,0,1,18,56762,0,1,1,0,0
33083,33,36,2,8.095667,1,34,0,0,4,0,0,0,5,43366,1,0,0,0,0
33308,18,0,0,0,0,-5,0,0,1,11,1,0,0,42752,0,0,1,0,0
33503,29,12,2,13.382333,1,10,1,0,6,0,1,0,0,63861,1,0,0,0,0
33512,56,48,30,18.33882,11,37,0,0,4,8,1,2,28,43490,0,0,0,0,0
33537,35,48,9,15.73585,9,35,1,0,2,10,1,0,6,47171,0,0,0,0,0
33544,40,0,1,0,0,-3,0,0,6,8,0,0,8,68819,1,0,1,0,0
33560,43,48,0,0,0,39,1,0,2,10,0,2,17,36080,0,0,0,0,0
33728,22,0,0,0,0,-6,0,0,2,9,0,0,0,65263,0,0,0,0,0
33751,22,24,0,0,0,13,7,0,3,9,0,0,0,41076,0,0,0,0,0
33905,44,24,0,0,0,16,1,0,2,10,1,2,16,30251,0,0,0,0,0
33955,55,48,0,0,0,38,0,0,4,8,1,0,25,23751,1,0,0,0,0
33980,44,36,0,0,0,31,0,0,3,0,1,0,13,59681,0,1,0,0,0
34155,32,36,2,10.646333,2,30,2,0,3,10,0,2,5,52565,1,0,0,0,1
34596,36,0,0,0,0,-5,1,0,2,10,0,2,9,52239,0,0,0,1,0
34696,22,36,0,0,0,31,0,0,4,11,0,0,0,65263,0,0,0,0,0
34721,43,48,2,10.295667,1,39,0,0,1,0,1,2,14,48564,0,0,0,0,1
34730,18,24,0,0,0,14,0,0,3,0,1,0,0,42752,0,0,0,1,0
51309,38,48,0,0,0,39,1,0,3,10,1,1,10,60520,1,0,0,0,1
51445,15,36,0,0,0,34,3,0,6,11,1,0,0,51847,0,0,0,0,0
44160,47,12,2,8.522323,2,7,1,0,4,7,0,0,17,51442,0,0,0,0,0
44239,37,36,5,10.555647,3,33,4,0,4,9,1,0,5,39026,1,1,0,0,0
44291,56,12,0,0,0,0,1,0,3,10,1,0,27,67897,0,0,0,0,0
44325,31,48,6,12.09299,3,37,1,0,5,0,1,1,2,66303,0,0,0,0,0
44194,39,36,27,19.656704,13,33,0,0,1,11,0,2,9,42868,0,0,0,0,0
44769,49,24,0,0,0,20,3,0,1,0,0,0,17,49648,1,0,0,0,0
44639,18,36,0,0,0,25,0,0,3,9,0,0,0,65263,0,1,0,0,1
44782,20,12,2,10.949,1,10,2,0,5,11,0,0,0,32093,0,0,0,0,0
44882,30,0,0,0,0,-2,0,0,5,10,0,0,0,37502,0,0,0,0,0
44918,29,0,0,0,0,-3,1,0,1,10,0,0,0,63015,0,1,0,1,0
45107,48,24,2,13.059,1,17,5,0,7,8,1,1,19,67185,0,0,1,0,0
45220,38,36,3,11.163,2,24,1,0,1,11,0,1,8,54304,1,0,0,0,0
45184,26,36,22,15.856587,9,33,0,0,5,8,1,0,0,52174,0,0,0,0,0
45291,26,24,0,0,0,20,0,0,2,10,1,0,0,40287,0,0,0,0,0
45309,36,24,17,18.081213,11,14,4,0,2,10,1,2,5,51094,0,0,0,0,1
45440,47,24,0,0,0,13,0,0,2,9,1,2,16,62909,0,0,0,0,1
45455,54,48,0,0,0,35,0,0,6,7,1,0,25,23751,0,0,0,0,0
45456,28,12,0,0,0,-1,3,0,4,9,1,2,3,51274,0,0,0,0,0
45280,54,36,0,0,0,24,1,0,5,11,0,2,27,37690,0,0,1,1,0
45364,34,36,0,0,0,28,3,0,5,11,1,1,7,52129,0,0,1,0,1
45488,29,24,2,10.293273,2,15,4,0,4,10,0,0,0,38913,0,0,1,0,0
45588,21,36,3,10.532333,1,25,4,0,6,10,1,0,0,26710,0,0,0,0,0
45382,52,48,0,0,0,36,3,0,7,10,1,2,25,51359,0,0,0,1,0
45465,20,36,3,8.902333,1,33,0,0,1,10,1,0,0,42752,1,0,0,0,0
45582,37,24,2,7.712333,1,16,1,0,1,10,0,1,13,30933,0,0,1,0,0
45842,20,0,3,0,0,-2,0,0,6,8,1,0,0,40287,0,0,0,0,0
45957,40,12,4,11.292313,3,10,0,0,6,9,0,1,16,49264,1,0,0,0,0
45731,44,24,3,7.802333,1,16,2,0,2,8,1,0,14,44066,0,0,0,0,0
45799,27,36,0,0,0,35,3,0,4,9,0,0,0,56069,0,1,0,0,0
24279,45,24,0,0,0,12,1,0,1,9,1,0,17,56439,0,0,1,0,1
24352,38,24,0,0,0,14,1,0,6,11,0,2,4,52735,0,0,1,1,0
24377,42,0,0,0,0,-6,0,0,6,9,0,2,11,46755,0,0,0,0,0
24461,36,12,0,0,0,10,0,0,3,9,1,1,7,56627,0,0,0,0,0
24502,36,12,0,0,0,10,1,0,4,0,1,0,6,47171,0,0,0,0,0
25011,54,24,2,8.684667,2,16,1,0,3,7,1,1,23,39039,1,1,0,0,0
25079,34,36,7,13.782283,7,25,0,0,4,8,0,2,5,50245,0,0,0,1,0
25145,39,24,2,8.865667,1,13,0,0,1,9,0,2,13,63632,0,0,0,0,0
25163,25,0,0,0,0,-3,0,0,2,10,0,0,0,65263,0,0,0,0,0
25206,42,0,0,0,0,-6,2,0,3,11,1,2,11,62943,0,0,0,0,0
25758,64,48,2,8.379157,1,37,0,0,4,11,1,2,35,39429,0,0,0,0,0
46109,22,12,0,0,0,10,0,0,2,8,1,0,0,42752,0,0,0,0,0
29443,40,0,0,0,0,-6,0,0,1,10,0,1,11,47039,1,0,0,0,0
29523,42,48,0,0,0,37,0,0,6,11,0,0,8,68819,1,0,0,0,0
29557,46,12,4,13.00997,3,10,0,0,5,10,0,0,16,60017,0,0,0,0,1
46168,28,36,0,0,0,34,2,0,1,11,0,0,0,32093,0,0,1,0,0
38829,37,36,4,10.853323,1,24,2,0,1,0,0,1,7,31022,1,0,0,0,0
38989,24,12,4,9.136657,1,10,2,0,1,0,1,0,0,79747,0,0,0,0,0
39040,15,12,0,0,0,7,1,0,4,10,0,0,0,49921,0,0,0,1,0
39012,23,24,4,10.974657,3,18,0,0,4,9,1,0,0,42752,0,1,0,0,0
39063,38,36,0,0,0,32,1,0,6,0,1,2,5,57778,0,1,0,0,0
39146,20,0,0,0,0,-1,4,0,3,9,1,0,0,41540,0,0,0,0,0
39302,49,48,0,0,0,40,1,0,4,9,1,0,18,68132,0,0,0,0,0
39459,40,36,0,0,0,26,1,0,4,10,1,0,12,72513,0,0,0,0,1
39484,26,48,2,8.532333,1,39,3,0,6,9,0,0,0,56069,0,0,0,0,0
39536,41,36,0,0,0,34,1,0,5,11,0,2,11,46257,1,0,0,1,0
39396,49,0,0,0,0,-6,0,0,2,0,0,2,12,69332,0,1,0,0,0
39523,71,36,3,9.462333,1,34,1,0,6,10,0,1,41,26728,0,0,0,0,1
39729,47,0,0,0,0,-6,5,0,4,11,1,2,19,54321,0,0,0,0,0
39923,50,48,0,0,0,40,0,0,7,8,1,1,24,58579,1,0,0,0,0
39399,41,36,0,0,0,24,0,0,1,10,1,0,12,38433,0,0,0,0,0
40138,38,12,0,0,0,7,0,0,4,9,1,0,3,21103,0,0,0,0,1
40024,39,12,2,8.642333,1,10,2,0,2,11,1,1,10,44941,0,0,0,0,0
40025,30,36,0,0,0,26,0,0,3,11,0,0,0,37502,1,1,0,0,0
39681,39,12,0,0,0,8,2,0,2,8,1,1,12,48147,0,0,0,0,0
39697,24,24,0,0,0,17,0,0,3,11,0,0,0,65263,1,0,0,0,0
39781,35,24,1,13.215667,1,17,1,0,2,11,1,1,5,45378,0,0,0,0,0
40222,47,48,0,0,0,35,0,0,1,11,1,1,17,45692,0,0,1,0,0
40345,30,24,14,14.631773,5,13,0,0,4,10,1,0,0,40287,0,0,0,0,0
40275,49,0,1,0,0,-1,1,0,7,11,1,1,21,56608,1,0,1,0,0
40377,33,24,3,8.657323,2,21,1,0,2,11,0,1,5,35657,0,0,1,0,0
40488,34,24,3,11.005667,1,17,1,0,3,6,1,2,3,55998,0,0,0,1,0
40558,28,24,4,8.412323,2,17,2,0,6,10,0,0,0,46236,0,0,0,0,0
40575,46,36,2,8.969,1,24,1,0,7,10,0,2,20,42795,0,0,0,0,0
40610,37,36,0,0,0,30,4,0,2,9,1,1,9,57522,0,1,0,1,0
40640,32,36,0,0,0,23,0,0,2,9,1,1,6,40295,0,0,0,1,0
40654,20,0,0,0,0,-5,0,0,1,8,1,0,0,40287,0,0,0,0,0
40713,38,0,0,0,0,-1,2,0,6,11,1,2,5,42662,0,0,0,0,0
40767,31,12,0,0,0,5,5,0,5,7,1,1,7,44753,0,1,0,0,1
40769,34,48,1,7.44999,1,37,1,0,1,9,1,1,5,45378,0,0,0,0,0
